id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
306,p,2.98,x,,k,f,a,,k,10.0,2.64,,,g,,w,f,f,k,g,u
307,e,7.15,x,t,y,t,x,c,y,7.52,15.36,,,w,,,f,f,,d,a
308,e,6.56,f,g,o,f,s,,n,7.08,11.28,,i,n,,,f,f,,d,a
309,e,8.28,f,e,b,f,,c,b,4.89,19.34,,,w,,,t,f,,d,a
310,e,8.1,x,d,w,f,s,c,w,7.16,29.57,,,w,,,f,f,,m,s
311,e,7.72,x,l,w,f,d,,w,3.55,9.58,,,w,,,f,f,,d,a
312,p,4.07,f,g,n,f,x,d,w,4.6,2.99,,,y,,,f,f,,d,u
313,e,5.81,f,y,g,f,s,,w,5.18,9.71,,,w,,,f,f,,d,a
314,e,7.08,x,d,y,t,p,,r,6.19,13.22,,,e,,,f,f,,d,a
315,e,7.02,f,i,n,f,e,c,p,4.54,11.92,,,w,,,t,r,,w,a
316,e,5.47,x,y,n,f,e,c,p,4.93,13.51,,,w,,,t,r,,w,a
317,p,4.45,f,k,y,f,p,,n,3.45,4.81,,k,n,,,t,f,,d,u
318,e,6.93,f,y,n,f,e,c,p,5.75,12.44,,,w,,,t,r,,w,u
319,e,3.08,x,s,w,f,d,d,w,3.32,5.88,,,w,,,f,f,,g,a
320,e,8.39,s,l,w,f,d,,w,3.53,10.8,,,w,,,f,f,,g,u
321,p,10.98,x,t,n,f,a,c,w,9.84,28.53,,,w,,,f,f,,d,a
322,e,8.02,x,t,n,f,p,,y,6.95,12.89,,s,n,,,f,f,,h,a
323,e,4.78,c,,g,f,f,f,f,4.84,19.56,,,n,,,f,f,,d,s
324,p,7.35,x,i,y,f,a,c,n,8.11,7.36,,i,n,,k,t,z,k,g,u
325,p,8.78,x,,n,f,p,,p,9.33,27.04,c,,n,,,f,f,w,d,a
326,p,5.34,x,s,n,f,s,,n,5.39,6.6,,y,n,,,f,f,,d,w
327,p,4.66,x,s,y,f,a,c,y,6.25,6.85,,g,o,,,f,f,,g,a
328,e,4.22,x,h,n,f,,c,k,6.88,6.93,,s,w,,w,f,f,k,d,u
329,p,8.41,f,h,r,f,,c,w,4.78,17.06,,,w,u,w,t,p,,d,a
330,p,2.29,x,s,o,f,a,,o,3.04,5.36,,,o,,,f,f,,h,a
331,e,5.69,x,y,w,f,e,c,p,4.56,11.87,,,w,,w,t,e,,g,a
332,p,0.58,x,g,e,f,a,,w,3.51,0.91,,h,k,,,f,f,,d,a
333,e,2.93,b,y,n,f,,c,n,6.37,2.89,,,w,,,f,f,,d,u
334,p,4.1,o,,w,f,f,f,f,5.53,29.34,,g,w,,,t,f,,p,u
335,p,1.79,b,,n,f,a,,g,4.75,1.94,,s,g,,,f,f,,d,a
336,p,6.33,f,,g,f,d,c,y,6.2,11.42,b,,n,,,f,f,,l,w
337,p,9.28,s,,o,t,d,,o,5.17,12.75,,,w,,,t,f,,d,u
338,p,5.88,x,e,e,f,a,,y,8.46,10.22,,,e,,w,t,z,,d,a
339,p,4.0,f,l,y,f,x,d,e,5.95,4.66,,,y,,,f,f,,d,u
340,p,0.74,x,g,p,f,a,,n,3.46,0.8,,s,k,,,f,f,,d,w
341,p,4.12,x,t,n,f,a,c,n,4.24,5.71,,y,o,,,t,z,,d,a
342,p,19.33,s,s,n,f,a,d,y,7.03,23.64,,,w,,,f,f,w,d,a
343,p,2.71,x,s,g,f,d,c,w,3.27,7.52,,,w,,,f,f,,g,u
344,p,3.64,f,,w,f,x,c,p,8.53,4.3,,,p,,,f,f,,l,a
345,e,8.59,p,,n,f,a,,w,7.07,14.4,,,w,,,f,f,,g,u
346,e,7.14,s,,n,f,d,c,w,5.4,8.95,,s,w,,,f,f,,h,a
347,e,8.41,f,i,n,f,e,c,n,4.51,12.44,,,w,,,t,l,,w,u
348,p,6.46,x,t,n,f,s,,g,7.82,11.43,,y,n,,,f,f,,d,w
349,e,6.54,x,h,g,f,a,d,n,6.0,5.52,,t,g,,,t,l,,d,u
350,e,1.0,b,g,w,f,,,g,3.04,1.47,,,w,,,f,f,,d,a
351,p,1.59,b,h,n,f,a,,n,5.13,1.58,,t,n,,,f,f,,h,s
352,e,8.79,f,,g,f,d,c,y,2.32,15.42,,,w,,,f,f,,d,w
353,e,7.67,f,g,o,f,s,,n,9.22,12.42,,t,o,,,f,f,,d,a
354,p,11.18,f,,n,f,e,,w,10.94,11.83,,,w,u,w,t,g,,d,a
355,p,3.04,f,y,o,f,d,,y,3.23,5.78,,,o,,,f,f,,h,u
356,p,3.17,f,y,p,f,e,c,w,3.75,3.28,,k,w,,,t,e,,m,u
357,p,5.28,s,,e,t,d,c,p,6.49,5.77,,,n,,,f,f,,d,u
358,p,2.69,x,s,y,f,,c,y,7.92,7.63,,,y,u,w,t,z,r,d,a
359,p,0.78,b,t,n,f,,c,k,3.12,2.28,,,n,,,t,f,,d,a
360,e,4.31,f,g,g,f,a,d,g,5.17,3.77,,s,g,,,f,f,,d,u
361,e,3.48,s,d,g,t,d,c,p,4.64,6.23,,,n,,,f,f,,d,a
362,p,1.45,b,h,n,f,a,,n,4.89,1.45,,t,n,,,f,f,,g,a
363,p,1.49,b,h,n,f,a,,n,4.32,1.51,,t,n,,,f,f,,g,a
364,p,3.71,x,,n,f,x,c,p,7.57,3.89,,,w,,,f,f,,l,u
365,p,7.12,x,y,w,t,,,g,7.81,15.43,s,,w,,,t,l,,d,u
366,e,3.35,x,k,n,f,p,,n,3.91,9.27,,,n,,,f,f,,d,u
367,e,8.54,s,,n,f,s,c,u,8.33,20.21,,,u,,,f,f,,l,w
368,p,7.54,f,,n,f,d,c,w,5.3,9.56,b,,n,,,f,f,,d,a
369,e,2.39,x,,b,f,,d,u,6.03,4.56,,,w,,,f,f,,d,a
370,e,14.41,f,,g,f,d,c,y,2.57,16.08,,,w,,,f,f,,d,w
371,p,3.19,b,,k,f,a,,k,9.02,2.34,,,g,,w,f,f,k,g,a
372,e,7.28,x,d,o,f,d,d,o,6.01,12.85,,,w,,,f,f,,m,w
373,e,3.8,x,t,n,f,d,,o,6.75,8.12,,t,o,,,f,f,,d,w
374,e,5.11,x,t,o,f,a,d,y,6.72,5.83,,k,o,,,f,f,,d,u
375,p,2.51,x,g,n,f,a,,p,7.68,2.43,,,w,,,f,f,,d,a
376,e,8.77,x,s,n,f,e,c,w,6.91,10.28,,i,w,,,f,f,p,d,u
377,e,4.83,x,s,o,f,p,,n,5.95,12.7,,,e,,,f,f,,d,u
378,e,5.16,x,t,o,f,p,,n,6.14,11.86,,,e,,,f,f,,d,a
379,p,6.88,x,t,e,f,x,d,w,6.31,17.54,,,w,,,f,f,,d,a
380,p,5.68,x,,w,f,,c,y,3.19,11.79,,,y,,,f,f,,d,a
381,p,1.96,x,i,l,f,a,,w,4.26,2.45,,,n,,,f,f,p,g,u
382,p,7.8,o,,e,f,f,f,f,3.07,24.14,,g,n,,,f,f,,d,s
383,p,6.1,x,h,e,f,x,d,w,5.89,16.92,b,,w,,,f,f,,d,a
384,p,6.28,s,d,n,t,d,c,y,5.24,8.15,,,e,,,f,f,,d,u
385,e,3.32,x,s,p,f,a,c,e,4.55,7.27,,,e,,,f,f,,g,w
386,p,6.12,b,d,n,f,d,c,y,5.64,6.77,,i,n,,,t,,,d,u
387,e,9.2,x,t,y,f,p,,y,6.73,14.42,,,y,,y,t,,,d,u
388,p,3.61,f,,w,f,x,c,p,8.37,4.06,,,n,,,f,f,,l,u
389,e,12.23,x,s,n,f,x,,n,7.65,23.62,,,n,,,f,f,,d,a
390,e,8.42,x,h,y,f,p,,y,7.53,16.2,,,y,,y,t,,,d,u
391,p,3.31,b,w,u,f,a,c,g,6.32,4.97,,s,u,,,f,f,,d,a
392,e,16.15,x,t,n,f,a,d,y,7.97,22.62,,,w,,,f,f,w,d,w
393,e,9.43,x,h,n,t,p,,y,7.71,17.64,,,n,,w,t,p,,d,u
394,p,6.32,x,y,n,f,a,c,y,8.11,8.3,,y,y,,,t,,,d,u
395,e,6.44,x,y,n,f,e,c,p,5.56,9.99,,y,n,,,f,f,,d,u
396,p,6.86,s,d,o,f,d,c,o,3.46,6.84,,,y,,,f,f,,d,u
397,e,8.45,x,t,n,t,p,,y,7.65,16.26,,,n,,w,t,p,,d,a
398,p,2.91,c,,w,f,a,c,w,3.33,3.51,,i,u,,,f,f,,p,u
399,p,1.55,b,h,n,f,a,,n,4.81,1.66,,t,n,,,f,f,,h,u
400,e,6.78,x,d,y,t,p,,y,7.33,18.02,,,y,,,f,f,,d,u
401,e,9.87,x,s,n,f,e,c,w,7.23,10.47,,i,n,,,f,f,p,d,a
402,p,6.24,x,,g,f,d,c,y,5.3,10.27,b,,n,,,f,f,,d,w
403,e,0.96,b,g,w,f,,,g,3.03,1.54,,,w,,,f,f,,d,a
404,p,5.81,f,h,n,f,s,c,w,5.43,9.98,,s,g,,,f,f,,d,a
405,p,7.47,f,y,u,f,s,c,y,8.22,23.16,,y,e,,,f,f,,d,a
406,p,7.22,x,h,e,f,x,d,w,5.76,17.76,b,,w,,,f,f,,d,u
407,p,1.13,b,t,y,f,,c,k,3.24,2.56,,,n,,,t,f,,m,a
408,p,3.14,f,k,n,f,s,,p,3.37,2.37,,,w,,,f,f,,g,a
409,p,5.52,x,d,e,t,d,c,w,6.62,8.7,,,e,,,f,f,,d,a
410,p,6.99,x,s,r,t,s,d,r,5.39,15.16,r,i,w,,,f,f,,d,a
411,p,3.52,f,d,n,f,x,c,y,4.67,2.99,b,s,n,,,f,f,,d,u
412,e,2.54,x,,u,f,,d,w,6.19,4.89,,,w,,,f,f,,d,a
413,p,0.69,x,g,y,f,,,y,3.6,0.77,,,y,,,f,f,,d,u
414,p,15.02,f,h,o,f,e,,w,16.92,16.01,s,y,w,u,w,t,p,,d,u
415,e,8.17,f,,n,t,,,w,9.0,17.33,b,,w,u,w,t,g,,d,a
416,e,10.94,x,t,n,t,p,,y,8.29,22.6,,,n,,,f,f,,d,u
417,p,3.84,b,y,p,f,e,c,w,4.92,3.37,,k,w,,,t,f,,d,u
418,p,2.28,b,,n,f,a,,g,5.13,2.07,,s,n,,,f,f,,d,u
419,e,7.82,p,,n,f,a,,w,7.19,12.29,,,w,,,f,f,,d,a
420,e,8.21,x,d,e,t,p,,y,6.72,15.18,,,y,,,f,f,,d,a
421,p,1.24,s,s,y,f,f,f,f,3.42,5.55,,,y,,,f,f,,d,a
422,e,3.33,x,k,n,f,p,,n,4.21,9.54,,,y,,,f,f,,d,a
423,e,15.98,x,y,n,t,e,,w,10.04,17.54,,,w,,,t,,,g,a
424,p,10.76,f,t,n,t,d,c,n,4.76,22.49,,,g,,,f,f,,l,a
425,e,12.89,f,,g,f,s,c,u,7.63,21.66,,,b,,,f,f,,d,a
426,p,6.25,x,,g,f,d,c,w,5.74,10.81,b,,n,,,f,f,,l,w
427,e,5.53,f,i,n,f,e,c,n,3.07,11.35,,,w,,,t,r,,w,a
428,p,5.78,f,,y,f,s,d,y,5.3,12.23,,i,y,,,f,f,,d,a
429,p,4.98,x,e,e,f,a,,n,6.54,9.6,,,e,,w,t,z,,d,u
430,p,9.43,x,i,n,f,a,,n,10.83,16.45,s,,n,,n,f,f,,h,a
431,e,12.98,p,s,w,t,e,,g,11.2,17.97,s,,w,,,t,r,,m,a
432,e,5.62,o,,n,f,f,f,f,5.92,20.71,,,n,,,f,f,,d,s
433,e,1.51,x,g,y,f,d,,w,6.16,2.25,,t,y,,,f,f,,d,u
434,p,10.47,x,e,n,t,p,,e,7.83,24.21,,,u,,,f,f,,d,a
435,e,9.8,x,,n,t,p,,g,12.44,23.91,,,w,,,f,f,,d,u
436,e,9.54,x,h,y,f,p,,y,8.61,15.86,,,y,,y,t,,,d,a
437,p,5.57,x,,g,f,d,c,y,5.4,9.43,b,,n,,,f,f,,d,a
438,e,4.77,o,y,n,f,p,,y,7.84,40.02,,k,n,,,f,f,,d,a
439,p,1.74,x,t,n,f,a,c,g,6.11,2.53,,t,y,,,t,e,,m,u
440,p,1.28,o,k,n,f,,,n,3.88,1.55,,,n,,,f,f,,d,u
441,e,7.91,x,,n,t,,,w,9.48,14.13,b,,w,u,w,t,g,,d,u
442,e,9.0,p,y,n,t,e,,p,9.14,18.6,,y,w,,,t,l,,l,a
443,p,1.52,o,k,n,f,,,n,4.37,1.68,,,n,,,f,f,,d,w
444,e,3.12,b,y,n,f,,c,n,6.61,2.97,,,w,,,f,f,,d,u
445,e,5.24,x,h,n,f,x,d,w,5.74,9.36,,s,n,,,f,f,,d,a
446,e,7.72,x,d,e,t,p,,y,5.98,12.54,,,y,,,f,f,,d,a
447,p,5.37,x,,p,f,,c,r,3.28,12.42,,,y,,,f,f,,d,a
448,p,5.66,x,d,n,t,d,c,w,7.0,8.36,,,n,,,f,f,,d,a
449,p,5.99,f,,n,f,d,c,y,4.85,9.96,b,,n,,,f,f,,l,a
450,p,4.14,x,t,o,f,a,c,n,4.23,5.25,,y,n,,,t,z,,d,a
451,p,14.08,f,t,n,t,d,c,n,5.06,27.02,,,r,,,f,f,,g,a
452,e,7.1,x,d,y,t,p,,y,7.68,13.77,,,y,,,f,f,,d,a
453,p,1.74,c,h,y,f,,,n,6.09,1.99,,,y,,,f,f,,g,u
454,p,11.16,x,,w,f,x,c,w,11.06,13.8,r,i,w,,,f,f,,h,u
455,p,7.68,p,g,n,f,e,,w,8.71,16.56,,y,w,u,w,t,p,,d,u
456,p,7.1,f,,g,f,d,c,w,6.06,10.16,b,,n,,,f,f,,d,w
457,e,17.61,f,y,n,f,,,w,21.17,16.79,s,,n,,,t,m,,m,u
458,e,5.96,f,y,w,f,e,c,p,4.68,11.5,,,w,,w,t,e,,m,a
459,e,6.96,s,d,o,f,d,d,o,6.16,12.15,,,w,,,f,f,,m,a
460,p,3.74,b,y,n,f,,c,w,5.85,4.68,s,s,w,,,f,f,,d,a
461,p,1.49,x,g,y,f,d,d,n,2.12,2.77,,s,n,,,f,f,,h,a
462,p,4.82,c,i,y,f,,c,r,6.11,7.38,,,w,,,f,f,,d,u
463,p,7.92,o,t,o,f,,c,y,1.46,14.97,,,y,,,f,f,,d,w
464,e,10.03,f,e,b,f,,c,b,5.16,21.17,,,w,,,f,f,,d,u
465,p,3.36,x,h,p,f,a,c,o,5.02,7.45,,,w,,,f,f,,m,a
466,p,6.29,f,h,n,f,x,,w,11.65,7.54,r,g,n,,,f,f,,d,a
467,p,5.78,x,e,e,f,a,,n,7.59,10.32,,,y,,w,t,z,,d,a
468,p,3.99,b,g,n,f,x,d,w,4.96,3.06,,,y,,,f,f,,g,a
469,e,4.1,f,t,o,f,a,d,w,7.38,6.05,,k,o,,,f,f,,d,w
470,p,2.97,f,d,p,f,a,,r,4.27,5.65,,t,r,,,f,f,,d,u
471,e,7.75,x,,g,t,p,,g,12.2,25.66,,y,w,,,f,f,,d,u
472,e,9.59,f,e,b,f,d,c,b,4.81,20.48,,,w,,,t,f,,d,a
473,p,8.02,s,t,n,t,d,,g,4.84,13.09,,t,r,,,f,f,,d,a
474,e,6.38,f,i,n,f,e,c,n,4.33,11.64,,,w,,,t,l,,w,a
475,e,8.65,x,,n,t,,,w,10.32,17.94,b,,w,u,w,t,g,,d,a
476,p,4.26,f,t,n,f,x,c,p,6.28,4.68,,i,n,,,f,f,,g,a
477,e,2.88,x,k,n,f,p,,y,4.49,9.65,,,y,,,f,f,,d,a
478,e,4.61,x,h,n,f,a,d,y,6.73,4.83,,s,n,,,f,f,,d,w
479,e,10.23,f,d,w,f,s,c,w,7.81,33.82,,,w,,,f,f,,d,s
480,p,7.86,o,k,o,f,,c,o,1.55,16.73,,,n,,,f,f,,d,a
481,p,7.72,p,y,w,f,,,k,16.05,17.6,,,w,,,f,f,,d,u
482,p,4.66,o,,w,f,f,f,f,5.88,25.4,,g,w,,,t,f,,d,u
483,p,9.34,x,e,n,t,p,,o,6.37,20.51,,,u,,,f,f,,d,u
484,p,4.73,x,h,r,f,s,c,u,6.0,7.59,,y,l,,,t,e,u,m,u
485,e,3.73,f,h,n,f,a,d,w,6.23,5.25,,s,o,,,f,f,,d,w
486,e,15.74,s,s,n,f,a,d,y,6.18,21.06,,,w,,,f,f,w,d,a
487,p,2.39,x,g,n,f,a,,p,7.31,2.54,,,n,,,f,f,,d,a
488,p,3.91,o,,w,f,f,f,f,5.22,29.75,,g,w,,,t,f,,d,u
489,e,3.77,b,g,w,f,a,d,w,4.17,2.95,,,y,,,f,f,,g,u
490,e,6.37,x,t,g,f,a,d,n,6.03,4.83,,t,w,,,t,l,,d,u
491,p,3.71,x,w,p,f,s,c,p,4.47,10.02,,,p,,,f,f,,d,a
492,e,5.35,f,y,n,f,e,c,n,4.95,13.31,,,w,,,t,r,,w,a
493,p,1.42,x,,n,f,d,d,n,2.13,2.59,,s,n,,,f,f,,d,a
494,e,9.4,s,t,w,t,d,c,o,5.89,17.53,,,w,,,f,f,,d,a
495,p,1.0,b,t,y,f,,c,k,3.17,2.41,,,n,,,t,f,,g,a
496,e,8.36,o,,n,f,,,w,4.49,24.42,,,n,,,f,f,,d,a
497,e,8.74,x,e,y,f,x,c,w,6.79,18.54,,,w,,,f,f,,d,u
498,p,2.61,b,,g,f,a,,k,9.96,2.52,,,g,,w,f,f,k,g,u
499,p,3.03,s,w,n,t,d,c,n,3.64,6.41,,,n,,,f,f,,d,a
500,p,9.8,x,t,n,f,a,d,w,9.36,25.4,,,w,,,f,f,,d,a
501,e,5.69,x,y,n,f,e,c,p,3.85,11.15,,,w,,,t,r,,w,w
502,p,3.95,x,,y,f,s,d,y,5.27,12.78,,i,y,,,f,f,,d,a
503,e,7.05,x,y,n,f,e,c,p,5.4,10.51,,y,n,,,f,f,,d,a
504,e,1.4,c,g,n,f,a,,w,4.95,1.32,,,g,,,f,f,,l,u
505,p,6.34,b,k,n,f,a,c,n,5.08,5.88,,i,y,,,t,,,d,u
506,p,2.27,b,g,o,f,,c,n,6.47,3.08,,,n,,,f,f,,m,a
507,p,7.26,x,d,w,t,d,d,w,5.46,23.73,,,w,,,f,f,,d,a
508,e,7.59,x,,g,t,p,,g,10.66,24.05,,y,w,,,f,f,,d,a
509,p,7.57,x,t,n,f,x,c,y,6.4,15.8,,,y,,,f,f,,d,a
510,e,7.02,x,h,g,f,a,d,w,6.32,5.14,,t,g,,,f,f,,d,w
511,p,6.05,x,,g,f,d,c,y,5.6,10.04,b,,n,,,f,f,,d,a
512,p,13.14,x,s,o,f,p,,y,4.85,32.26,,,n,,,f,f,,d,a
513,e,8.47,f,s,w,f,s,c,w,5.68,21.33,,,w,,,f,f,,m,w
514,e,1.36,x,s,y,f,d,,w,6.01,2.09,,t,y,,,f,f,,h,u
515,p,5.52,s,k,n,f,p,,n,4.35,6.16,,k,n,,,t,f,,d,a
516,e,7.22,x,l,w,f,d,,p,3.39,8.83,,,w,,,f,f,,g,a
517,e,9.18,f,,b,f,d,c,w,2.2,14.64,,,w,,,f,f,,d,w
518,p,4.8,p,t,n,f,,,k,10.57,6.7,,,w,,,f,f,k,g,a
519,p,7.43,x,g,n,f,e,,w,7.32,16.09,,y,w,u,w,t,p,,d,u
520,p,1.85,b,,n,f,a,,g,4.91,1.97,,s,n,,,f,f,,d,a
521,p,7.25,x,,w,f,,c,r,4.39,13.57,,,y,,,f,f,,d,a
522,p,7.51,b,y,n,f,,,p,13.71,17.24,,,w,,,f,f,,d,a
523,p,2.76,s,s,w,f,d,c,w,3.02,7.09,,,w,,,f,f,,g,u
524,p,2.41,s,w,o,t,d,c,y,2.56,5.75,,,n,,,f,f,,d,a
525,p,8.32,p,y,w,f,,,k,16.25,18.12,,,w,,,f,f,,d,a
526,e,5.03,p,s,w,f,e,c,k,4.86,12.48,,,w,,w,t,e,,m,u
527,p,1.8,b,,n,f,a,,g,5.18,2.08,,s,n,,,f,f,,d,a
528,p,4.7,f,k,y,f,p,,n,3.9,6.27,,k,n,,,t,f,,d,u
529,p,10.12,x,t,n,f,a,d,w,11.07,28.7,,,w,,,f,f,,d,u
530,p,7.65,s,h,r,t,d,,w,4.88,12.48,,t,n,,,f,f,,d,u
531,p,11.79,f,,g,f,e,,w,10.98,12.61,,,w,u,w,t,g,,d,a
532,e,4.64,x,h,n,f,x,c,w,5.51,6.41,,s,n,,,t,r,,d,a
533,p,2.0,b,,g,f,a,,n,4.95,2.07,,s,n,,,f,f,,d,a
534,p,4.52,b,h,l,f,s,c,n,6.82,8.22,,y,l,,,t,e,u,d,a
535,e,10.23,p,y,n,t,e,,p,9.16,18.39,,y,w,,,t,l,,l,a
536,e,5.22,s,,n,f,f,f,f,6.22,7.74,,,y,,,f,f,,d,u
537,p,5.89,s,,e,t,d,c,b,5.4,6.82,,,e,,,f,f,,d,a
538,e,6.26,p,s,w,f,e,c,k,5.54,12.43,,,w,,w,t,e,,m,u
539,e,7.99,x,,n,f,x,c,w,7.34,19.88,,s,w,,,f,f,,d,a
540,p,6.1,b,i,n,f,e,,g,7.6,8.36,,,o,,,f,f,,g,u
541,e,5.29,x,h,n,f,x,c,n,5.49,5.61,,s,n,,,t,r,,d,s
542,p,4.46,b,s,y,f,,c,y,8.37,7.44,,,y,u,w,t,z,r,d,w
543,p,4.91,x,s,y,f,e,,y,7.03,9.59,,,k,,,f,f,,g,u
544,p,4.03,x,t,n,f,s,c,n,6.22,9.56,,,w,,n,t,z,,d,u
545,e,4.86,f,t,o,f,a,d,w,6.19,4.43,,k,n,,,f,f,,d,s
546,e,7.28,f,s,n,f,x,c,w,6.04,9.52,,s,n,,,f,f,,l,a
547,e,9.83,x,t,y,f,p,,y,8.19,19.31,,,y,,y,t,,,d,a
548,e,6.97,x,h,n,f,x,c,w,6.1,6.8,,y,n,,,t,r,,d,a
549,p,0.56,x,g,o,f,,,y,3.51,0.75,,,y,,,f,f,,d,a
550,e,15.82,x,y,n,t,e,,w,10.19,18.35,,,w,,,t,,,d,a
551,p,3.85,x,,n,f,x,c,p,8.16,4.09,,,n,,,f,f,,d,a
552,p,2.48,x,s,o,f,d,,o,2.77,5.24,,,o,,,f,f,,h,a
553,p,10.19,x,t,n,f,a,d,w,10.34,29.39,,,w,,,f,f,,d,u
554,p,5.64,s,d,n,t,d,c,w,7.46,9.19,,,n,,,f,f,,d,a
555,e,9.34,x,h,y,t,x,c,o,6.48,19.28,,,w,,,f,f,,d,u
556,p,4.63,b,t,n,f,,,k,11.32,5.88,,,w,,,t,,k,g,u
557,e,5.24,x,h,n,f,x,c,n,5.08,6.86,,y,n,,,t,r,,d,a
558,e,2.95,b,y,n,f,,c,k,6.37,3.57,,,w,,,f,f,,d,a
559,e,10.58,x,t,n,t,p,,y,7.53,22.6,,,n,,,f,f,,d,a
560,p,3.31,s,w,n,t,d,c,n,3.77,5.85,,,n,,,f,f,,d,u
561,p,6.4,x,s,n,f,s,,n,5.63,7.01,,y,n,,,f,f,,d,w
562,e,10.53,x,h,n,t,p,,y,8.01,22.48,,,n,,,f,f,,d,u
563,p,8.56,x,t,n,f,a,d,w,8.2,22.65,,,w,,,f,f,,d,a
564,p,5.45,x,s,o,f,e,,g,7.61,7.83,,,k,,,f,f,,g,a
565,p,3.85,f,,u,f,a,,w,3.88,7.3,,,w,,,f,f,,d,a
566,e,4.5,f,l,n,f,d,,y,7.4,57.21,,,n,,,f,f,,d,a
567,e,3.45,x,d,n,f,p,,e,3.8,9.59,,,n,,,f,f,,d,a
568,e,13.23,x,s,w,t,e,,n,9.99,16.68,s,,w,,,t,l,,m,u
569,e,6.33,s,,n,f,d,c,w,5.24,6.82,,s,w,,,f,f,,h,u
570,e,4.08,x,t,n,f,d,,o,5.47,7.07,,t,w,,,f,f,,d,w
571,p,5.66,x,w,e,f,x,,w,12.87,5.87,r,g,n,,,f,f,,d,a
572,e,4.96,x,y,g,f,s,,g,3.82,6.67,,,w,,,f,f,,d,a
573,e,7.63,x,,g,t,p,,g,11.27,25.75,,y,w,,,f,f,,d,u
574,e,3.77,f,y,g,f,s,,w,4.56,6.42,,,w,,,f,f,,d,a
575,e,4.46,x,t,n,f,p,,n,6.21,11.37,,,n,,,f,f,,d,a
576,e,10.07,x,s,r,f,x,,n,7.13,21.97,,,w,,,f,f,,d,w
577,e,5.74,x,s,n,f,s,c,w,4.82,8.34,b,i,n,,,f,f,,g,w
578,e,3.38,f,h,n,f,,c,n,6.17,6.11,,s,w,,w,f,f,k,d,u
579,e,10.45,x,h,n,t,p,,y,9.03,22.92,,,n,,,f,f,,d,u
580,e,3.41,o,,g,f,f,f,f,4.07,17.72,,g,g,,,f,f,,d,u
581,e,8.28,f,,g,f,d,c,y,2.23,12.85,,,w,,,f,f,,d,a
582,p,8.36,x,s,n,t,p,,e,8.65,26.89,c,,y,,,f,f,,d,a
583,p,11.0,s,,o,t,d,,o,5.68,13.69,,,w,,,t,f,,d,u
584,e,12.25,s,t,w,t,d,c,o,6.01,24.76,,,w,,,f,f,,d,a
585,e,2.7,f,y,n,f,d,d,p,6.83,3.38,,i,n,,,f,f,,h,u
586,e,3.23,b,y,n,f,,c,k,6.66,3.01,,,w,,,f,f,,d,w
587,p,6.01,b,t,n,f,,,n,13.2,7.28,,,w,,,t,,k,g,a
588,p,6.34,f,w,p,f,s,c,p,4.08,9.2,,,p,,,f,f,,d,w
589,e,6.4,x,t,n,f,a,d,n,6.38,5.79,,t,g,,,t,l,,d,u
590,p,5.38,x,e,e,f,a,,y,7.56,9.66,,,e,,w,t,z,,d,a
591,e,4.18,x,t,n,f,d,,o,6.42,8.46,,t,w,,,f,f,,d,w
592,e,3.34,b,g,w,f,x,d,w,4.19,2.67,,,y,,,f,f,,g,u
593,e,4.05,b,g,n,f,a,d,g,6.96,3.87,,s,g,,,f,f,,d,s
594,p,5.75,x,e,e,f,a,,w,7.72,9.51,,,e,,w,t,z,,d,u
595,p,7.41,x,h,e,f,x,,w,12.22,8.21,r,g,n,,,f,f,,d,a
596,p,7.56,s,h,g,t,d,,g,4.79,11.59,,t,r,,,f,f,,d,a
597,e,3.18,x,s,e,f,a,c,e,4.46,5.54,,,e,,,f,f,,g,u
598,p,2.11,f,y,o,f,a,,o,3.23,5.63,,,y,,,f,f,,h,a
599,p,5.73,b,d,n,f,d,c,y,5.46,6.26,,i,n,,,t,,,d,u
600,e,3.17,b,y,n,f,,c,k,6.28,2.92,,,w,,,f,f,,d,u
601,e,7.53,f,d,o,f,d,d,o,6.07,13.37,,,w,,,f,f,,d,u
602,e,6.41,f,y,n,f,e,c,p,3.88,12.23,,,w,,,t,r,,w,a
603,p,7.8,x,y,w,t,,,p,8.07,14.22,s,,w,,,t,l,,g,a
604,p,3.36,x,k,w,f,s,,p,4.15,3.06,,,n,,,f,f,p,g,u
605,e,2.81,b,y,n,f,,c,w,7.04,3.21,,,w,,,f,f,,d,s
606,e,6.43,x,y,g,f,s,,w,4.31,6.95,,,w,,,f,f,,d,u
607,e,3.45,x,k,n,f,p,,e,4.55,10.73,,,y,,,f,f,,d,a
608,p,4.5,s,k,y,f,p,,n,2.91,4.72,,k,n,,,t,f,,d,u
609,e,9.94,p,y,n,t,e,,p,9.03,18.17,,y,w,,,t,p,,d,a
610,p,8.4,s,t,p,t,d,c,p,7.4,14.22,,,p,,,t,f,,d,a
611,p,3.12,o,,k,f,f,f,f,3.74,15.4,,g,n,,,f,f,,d,a
612,p,6.33,p,y,g,f,,,w,9.04,13.21,,s,w,,,t,z,,g,u
613,p,7.85,x,y,n,f,a,c,n,9.04,12.91,,y,n,,,t,,,d,a
614,e,13.26,f,y,w,f,,,w,11.27,16.54,s,,n,,,t,m,,d,w
